l0 density,l1 density,min,max,image
0.08917236328125,0.08917236328125,0,1,batch_00658_protodune-orig-0-5-W.npz
0.28125,0.28125,0,1,batch_00864_protodune-orig-5-3-W.npz
0.341064453125,5.297119140625,-198,1,batch_00928_protodune-orig-4-0-W.npz
0.12603759765625,0.208251953125,-77,4,batch_00568_protodune-orig-8-3-W.npz
0.03125,1.32684326171875,-99,30,batch_00488_protodune-orig-8-0-W.npz
0.0301513671875,1.25634765625,-111,0,batch_00402_protodune-orig-6-5-W.npz
0.2093505859375,2.04730224609375,-239,8,batch_00412_protodune-orig-7-2-W.npz
0.080322265625,1.90045166015625,-102,2,batch_00438_protodune-orig-5-2-W.npz
0.34088134765625,0.93304443359375,0,6,batch_00276_protodune-orig-5-1-W.npz
0.23614501953125,2.0789794921875,-87,1,batch_00061_protodune-orig-2-5-W.npz
0.0875244140625,0.0875244140625,0,1,batch_00705_protodune-orig-5-1-W.npz
0.06304931640625,1.5382080078125,-91,1,batch_00846_protodune-orig-3-3-W.npz
0.20977783203125,2.348876953125,-133,2,batch_00335_protodune-orig-8-2-W.npz
0.28802490234375,0.30291748046875,0,2,batch_00382_protodune-orig-4-3-W.npz
0.1866455078125,0.47210693359375,-110,3,batch_00121_protodune-orig-7-1-W.npz
0.36541748046875,1.64263916015625,-139,3,batch_00448_protodune-orig-7-4-W.npz
0.09881591796875,1.85614013671875,-87,0,batch_00117_protodune-orig-6-1-W.npz
0.26123046875,2.74420166015625,-153,2,batch_00110_protodune-orig-1-1-W.npz
0.3046875,0.4049072265625,0,2,batch_00928_protodune-orig-4-3-W.npz
1.0,1.0,1,1,batch_00998_protodune-orig-1-1-W.npz
0.547119140625,0.547119140625,0,1,batch_00714_protodune-orig-6-5-W.npz
0.52899169921875,7.022216796875,-93,0,batch_00937_protodune-orig-7-4-W.npz
0.0950927734375,1.552490234375,-130,3,batch_00113_protodune-orig-8-4-W.npz
0.29595947265625,0.29595947265625,0,1,batch_00260_protodune-orig-8-2-W.npz
0.1141357421875,3.1099853515625,-121,1,batch_00477_protodune-orig-7-1-W.npz
0.32904052734375,1.950927734375,-97,0,batch_00265_protodune-orig-7-1-W.npz
0.06976318359375,1.43707275390625,-97,2,batch_00257_protodune-orig-7-3-W.npz
0.11572265625,1.7369384765625,-123,2,batch_00391_protodune-orig-3-5-W.npz
0.3203125,0.3203125,0,1,batch_00495_protodune-orig-0-3-W.npz
0.13446044921875,2.68896484375,-160,2,batch_00550_protodune-orig-4-4-W.npz
0.25543212890625,0.26617431640625,-23,0,batch_00141_protodune-orig-9-4-W.npz
0.23095703125,1.7628173828125,-115,7,batch_00138_protodune-orig-1-3-W.npz
0.08892822265625,1.35546875,-109,2,batch_00912_protodune-orig-5-5-W.npz
0.0859375,0.0859375,0,1,batch_00971_protodune-orig-1-4-W.npz
0.09747314453125,1.550537109375,-141,4,batch_00630_protodune-orig-5-0-W.npz
0.0745849609375,1.4886474609375,-77,24,batch_00593_protodune-orig-1-5-W.npz
0.21875,0.21875,0,1,batch_00242_protodune-orig-0-1-W.npz
0.23065185546875,0.23065185546875,0,1,batch_00951_protodune-orig-8-3-W.npz
0.2664794921875,1.7657470703125,-110,6,batch_00895_protodune-orig-0-0-W.npz
0.049560546875,1.0115966796875,-89,1,batch_00318_protodune-orig-7-3-W.npz
0.17901611328125,0.17901611328125,0,1,batch_00745_protodune-orig-8-2-W.npz
0.15625,0.15625,0,1,batch_00603_protodune-orig-9-1-W.npz
0.38983154296875,0.38983154296875,0,1,batch_00696_protodune-orig-1-5-W.npz
0.2166748046875,1.928466796875,-232,15,batch_00579_protodune-orig-8-5-W.npz
0.5567626953125,5.61968994140625,-117,0,batch_00270_protodune-orig-1-5-W.npz
0.40069580078125,9.79827880859375,-112,0,batch_00858_protodune-orig-2-3-W.npz
0.1478271484375,0.1478271484375,0,1,batch_00228_protodune-orig-4-2-W.npz
0.26165771484375,4.70318603515625,-273,7,batch_00537_protodune-orig-9-1-W.npz
0.1051025390625,0.1051025390625,0,1,batch_00394_protodune-orig-4-2-W.npz
0.203125,0.203125,0,1,batch_00471_protodune-orig-3-3-W.npz
0.28668212890625,5.0482177734375,-128,0,batch_00990_protodune-orig-7-0-W.npz
0.10272216796875,0.90869140625,-137,4,batch_00864_protodune-orig-6-0-W.npz
0.692626953125,1.5877685546875,-130,3,batch_00688_protodune-orig-8-5-W.npz
0.10174560546875,0.33160400390625,-151,6,batch_00051_protodune-orig-7-3-W.npz
0.287109375,3.55792236328125,-148,1,batch_00341_protodune-orig-9-2-W.npz
0.13751220703125,1.70172119140625,-192,8,batch_00449_protodune-orig-7-0-W.npz
0.72900390625,6.0677490234375,-390,8,batch_00866_protodune-orig-9-4-W.npz
0.40167236328125,4.19451904296875,-162,1,batch_00587_protodune-orig-2-5-W.npz
0.26904296875,5.63153076171875,-194,7,batch_00537_protodune-orig-3-1-W.npz
0.0546875,0.0546875,0,1,batch_00342_protodune-orig-1-5-W.npz
0.34375,0.52374267578125,0,2,batch_00976_protodune-orig-4-4-W.npz
0.83685302734375,3.77288818359375,-101,0,batch_00500_protodune-orig-5-4-W.npz
0.11859130859375,0.11859130859375,0,1,batch_00116_protodune-orig-3-1-W.npz
0.4453125,0.4453125,0,1,batch_00589_protodune-orig-2-3-W.npz
0.0693359375,1.07525634765625,-100,2,batch_00610_protodune-orig-0-0-W.npz
0.26910400390625,2.96173095703125,-155,2,batch_00772_protodune-orig-9-1-W.npz
0.44976806640625,6.439697265625,-120,0,batch_00822_protodune-orig-1-1-W.npz
0.538818359375,1.5650634765625,-115,5,batch_00724_protodune-orig-7-3-W.npz
0.03125,0.03125,0,1,batch_00471_protodune-orig-2-2-W.npz
0.054931640625,0.84954833984375,-148,4,batch_00605_protodune-orig-1-3-W.npz
0.4669189453125,3.5250244140625,-106,0,batch_00913_protodune-orig-4-2-W.npz
0.44488525390625,0.85894775390625,0,2,batch_00217_protodune-orig-3-2-W.npz
0.498291015625,1.64508056640625,-123,3,batch_00247_protodune-orig-8-1-W.npz
0.4296875,0.4296875,0,1,batch_00388_protodune-orig-3-2-W.npz
0.10003662109375,1.944091796875,-103,1,batch_00396_protodune-orig-0-2-W.npz
0.15399169921875,0.15399169921875,0,1,batch_00031_protodune-orig-1-3-W.npz
0.11431884765625,1.9298095703125,-105,15,batch_00978_protodune-orig-4-4-W.npz
0.0546875,0.0546875,0,1,batch_00806_protodune-orig-1-4-W.npz
0.21746826171875,3.06298828125,-198,7,batch_00739_protodune-orig-0-1-W.npz
0.36822509765625,2.34429931640625,-183,4,batch_00974_protodune-orig-1-3-W.npz
0.18438720703125,0.18438720703125,0,1,batch_00670_protodune-orig-7-3-W.npz
0.089111328125,1.5797119140625,-200,9,batch_00969_protodune-orig-2-3-W.npz
0.29412841796875,3.8253173828125,-137,1,batch_00162_protodune-orig-1-3-W.npz
0.7813720703125,3.9146728515625,-112,3,batch_00049_protodune-orig-2-4-W.npz
0.25604248046875,0.25604248046875,0,1,batch_00074_protodune-orig-6-4-W.npz
0.10308837890625,0.10308837890625,0,1,batch_00277_protodune-orig-5-2-W.npz
0.23089599609375,1.85211181640625,-118,7,batch_00830_protodune-orig-7-5-W.npz
0.3243408203125,1.75054931640625,-102,6,batch_00655_protodune-orig-9-4-W.npz
0.03125,0.1080322265625,0,4,batch_00533_protodune-orig-4-1-W.npz
0.22979736328125,2.12738037109375,-178,3,batch_00156_protodune-orig-4-4-W.npz
0.123291015625,1.3868408203125,-133,4,batch_00715_protodune-orig-0-0-W.npz
0.69293212890625,1.91925048828125,-122,3,batch_00516_protodune-orig-9-3-W.npz
0.11822509765625,2.05328369140625,-212,6,batch_00916_protodune-orig-0-1-W.npz
0.2818603515625,3.657958984375,-130,1,batch_00357_protodune-orig-7-4-W.npz
1.0,1.0,1,1,batch_00276_protodune-orig-6-3-W.npz
0.97491455078125,0.97491455078125,0,1,batch_00877_protodune-orig-9-5-W.npz
0.6220703125,3.14691162109375,-104,3,batch_00619_protodune-orig-1-0-W.npz
0.15911865234375,2.41534423828125,-104,0,batch_00257_protodune-orig-9-1-W.npz
0.185302734375,1.6954345703125,-133,2,batch_00948_protodune-orig-5-4-W.npz
0.037841796875,0.037841796875,0,1,batch_00815_protodune-orig-5-1-W.npz
0.223876953125,1.68505859375,-172,4,batch_00789_protodune-orig-9-4-W.npz
0.09930419921875,0.72930908203125,-199,5,batch_00671_protodune-orig-7-1-W.npz
0.47174072265625,1.744140625,-101,4,batch_00711_protodune-orig-7-4-W.npz
0.22662353515625,2.486572265625,-143,2,batch_00496_protodune-orig-7-4-W.npz
0.2413330078125,1.78265380859375,-125,4,batch_00952_protodune-orig-5-5-W.npz
0.673095703125,7.605712890625,-128,0,batch_00191_protodune-orig-8-0-W.npz
0.33465576171875,2.48272705078125,-224,6,batch_00955_protodune-orig-1-4-W.npz
0.1796875,0.1796875,0,1,batch_00913_protodune-orig-1-2-W.npz
0.0806884765625,0.6602783203125,-107,3,batch_00899_protodune-orig-8-3-W.npz
0.645263671875,7.19073486328125,-97,0,batch_00797_protodune-orig-4-2-W.npz
0.0819091796875,2.0926513671875,-88,0,batch_00072_protodune-orig-9-4-W.npz
0.6072998046875,2.0289306640625,-147,3,batch_00493_protodune-orig-1-0-W.npz
0.34228515625,0.3798828125,-51,0,batch_00360_protodune-orig-9-4-W.npz
0.473876953125,3.25006103515625,-140,0,batch_00853_protodune-orig-2-3-W.npz
0.09112548828125,1.37152099609375,-160,4,batch_00744_protodune-orig-7-5-W.npz
0.20440673828125,0.20440673828125,0,1,batch_00560_protodune-orig-2-3-W.npz
0.390625,0.390625,0,1,batch_00780_protodune-orig-6-5-W.npz
0.73248291015625,7.547119140625,-129,0,batch_00561_protodune-orig-8-2-W.npz
0.1807861328125,2.099609375,-157,4,batch_00915_protodune-orig-1-5-W.npz
0.07977294921875,3.7060546875,-342,9,batch_00196_protodune-orig-1-5-W.npz
0.4276123046875,5.9788818359375,-271,13,batch_00103_protodune-orig-9-5-W.npz
0.04254150390625,1.3328857421875,-138,5,batch_00742_protodune-orig-1-2-W.npz
0.2783203125,3.6119384765625,-248,5,batch_00002_protodune-orig-7-5-W.npz
0.1068115234375,1.7003173828125,-127,3,batch_00155_protodune-orig-2-2-W.npz
0.25927734375,3.36102294921875,-137,1,batch_00003_protodune-orig-1-5-W.npz
0.3203125,0.324951171875,0,2,batch_00228_protodune-orig-0-2-W.npz
0.1217041015625,3.7803955078125,-379,11,batch_00524_protodune-orig-5-3-W.npz
0.04986572265625,0.8828125,-99,2,batch_00781_protodune-orig-4-3-W.npz
0.03607177734375,1.90386962890625,-208,1,batch_00548_protodune-orig-5-5-W.npz
0.1732177734375,0.1732177734375,0,1,batch_00065_protodune-orig-2-0-W.npz
0.15118408203125,1.64483642578125,-181,7,batch_00356_protodune-orig-4-5-W.npz
0.24871826171875,1.56390380859375,-127,3,batch_00230_protodune-orig-4-5-W.npz
0.34027099609375,0.34027099609375,0,1,batch_00942_protodune-orig-3-1-W.npz
0.44207763671875,0.57049560546875,0,2,batch_00319_protodune-orig-1-3-W.npz
0.0255126953125,0.0255126953125,0,1,batch_00541_protodune-orig-4-1-W.npz
0.3741455078125,3.28369140625,-106,0,batch_00547_protodune-orig-1-0-W.npz
0.22210693359375,1.763427734375,-117,7,batch_00707_protodune-orig-1-3-W.npz
0.16650390625,2.0048828125,-152,3,batch_00743_protodune-orig-0-1-W.npz
0.236328125,2.199462890625,-107,1,batch_00952_protodune-orig-0-3-W.npz
0.724853515625,1.71563720703125,-148,4,batch_00251_protodune-orig-9-0-W.npz
0.52362060546875,5.828125,-100,0,batch_00015_protodune-orig-4-3-W.npz
0.1475830078125,2.69970703125,-306,9,batch_00541_protodune-orig-5-1-W.npz
0.23956298828125,2.88836669921875,-127,0,batch_00386_protodune-orig-0-1-W.npz
0.1187744140625,1.84478759765625,-91,1,batch_00426_protodune-orig-6-1-W.npz
