l0 density,l1 density,min,max,image
0.0869140625,1.65313720703125,-57,66,batch_00573_protodune-orig-7-0-V.npz
0.09210205078125,0.91949462890625,-28,33,batch_00865_protodune-orig-6-1-V.npz
0.07232666015625,0.47369384765625,-17,21,batch_00344_protodune-orig-0-0-V.npz
0.09259033203125,0.69769287109375,-24,28,batch_00240_protodune-orig-1-4-V.npz
0.16156005859375,0.84710693359375,-27,32,batch_00170_protodune-orig-0-3-V.npz
0.06842041015625,0.1624755859375,-6,8,batch_00668_protodune-orig-5-1-V.npz
0.09246826171875,1.66632080078125,-43,50,batch_00946_protodune-orig-4-1-V.npz
0.095458984375,1.146728515625,-31,37,batch_00758_protodune-orig-3-1-V.npz
0.087158203125,0.11138916015625,-2,3,batch_00623_protodune-orig-8-3-V.npz
0.09893798828125,1.60675048828125,-48,55,batch_00671_protodune-orig-8-4-V.npz
0.02484130859375,0.74200439453125,-86,95,batch_00936_protodune-orig-9-4-V.npz
0.13775634765625,0.1884765625,-5,7,batch_00635_protodune-orig-9-4-V.npz
0.09344482421875,0.96722412109375,-25,30,batch_00388_protodune-orig-2-1-V.npz
0.09075927734375,0.9302978515625,-30,35,batch_00959_protodune-orig-0-0-V.npz
0.071533203125,0.40673828125,-32,24,batch_00813_protodune-orig-5-2-V.npz
0.061767578125,0.4462890625,-22,28,batch_00810_protodune-orig-0-0-V.npz
0.087158203125,0.39495849609375,-13,16,batch_00740_protodune-orig-3-1-V.npz
0.08441162109375,0.29022216796875,-10,12,batch_00892_protodune-orig-4-0-V.npz
0.11834716796875,0.58807373046875,-17,21,batch_00121_protodune-orig-7-3-V.npz
0.1864013671875,4.8995361328125,-58,67,batch_00389_protodune-orig-6-3-V.npz
0.0460205078125,0.2974853515625,-14,17,batch_00058_protodune-orig-0-3-V.npz
0.11175537109375,1.80462646484375,-33,40,batch_00392_protodune-orig-6-2-V.npz
0.13330078125,2.162353515625,-53,60,batch_00561_protodune-orig-8-3-V.npz
0.168701171875,3.2288818359375,-42,49,batch_00119_protodune-orig-7-5-V.npz
0.08917236328125,0.61102294921875,-24,29,batch_00442_protodune-orig-6-5-V.npz
0.117919921875,2.350341796875,-49,57,batch_00794_protodune-orig-4-3-V.npz
0.04547119140625,0.63787841796875,-39,45,batch_00238_protodune-orig-3-5-V.npz
0.08026123046875,0.51226806640625,-17,21,batch_00310_protodune-orig-4-0-V.npz
0.19744873046875,3.56988525390625,-81,89,batch_00196_protodune-orig-1-4-V.npz
0.089599609375,0.87530517578125,-29,34,batch_00345_protodune-orig-2-4-V.npz
0.0601806640625,1.20556640625,-80,90,batch_00111_protodune-orig-0-0-V.npz
0.03143310546875,0.040771484375,-1,3,batch_00516_protodune-orig-0-2-V.npz
0.103759765625,2.05718994140625,-45,52,batch_00903_protodune-orig-0-4-V.npz
0.05780029296875,0.11859130859375,-4,6,batch_00560_protodune-orig-0-4-V.npz
0.06610107421875,1.267333984375,-42,49,batch_00701_protodune-orig-8-2-V.npz
0.08416748046875,0.18212890625,-5,17,batch_00746_protodune-orig-8-4-V.npz
0.063720703125,2.24462890625,-101,116,batch_00368_protodune-orig-4-4-V.npz
0.0887451171875,0.3160400390625,-12,14,batch_00142_protodune-orig-4-4-V.npz
0.08599853515625,0.45880126953125,-16,20,batch_00360_protodune-orig-9-3-V.npz
0.10107421875,1.44378662109375,-38,45,batch_00764_protodune-orig-1-0-V.npz
0.0633544921875,1.46588134765625,-80,91,batch_00141_protodune-orig-4-1-V.npz
0.05816650390625,0.56072998046875,-74,61,batch_00062_protodune-orig-7-1-V.npz
0.137451171875,0.7957763671875,-21,25,batch_00245_protodune-orig-9-0-V.npz
0.02978515625,0.31787109375,-26,32,batch_00309_protodune-orig-1-0-V.npz
0.06719970703125,1.5965576171875,-63,71,batch_00392_protodune-orig-2-3-V.npz
0.14239501953125,1.83746337890625,-37,40,batch_00682_protodune-orig-3-5-V.npz
0.06298828125,1.59991455078125,-111,124,batch_00603_protodune-orig-7-5-V.npz
0.1044921875,1.9095458984375,-52,61,batch_00395_protodune-orig-3-5-V.npz
0.1092529296875,0.4072265625,-15,20,batch_00841_protodune-orig-2-1-V.npz
0.10638427734375,1.6671142578125,-39,45,batch_00030_protodune-orig-6-2-V.npz
0.09246826171875,1.06976318359375,-32,38,batch_00043_protodune-orig-9-5-V.npz
0.0875244140625,0.2830810546875,-11,13,batch_00922_protodune-orig-5-4-V.npz
0.0867919921875,0.36395263671875,-13,17,batch_00835_protodune-orig-4-1-V.npz
0.09454345703125,1.10009765625,-41,50,batch_00795_protodune-orig-6-4-V.npz
0.0755615234375,0.08990478515625,-1,3,batch_00120_protodune-orig-0-0-V.npz
0.20050048828125,5.22064208984375,-60,70,batch_00344_protodune-orig-7-2-V.npz
0.07537841796875,1.34991455078125,-44,50,batch_00427_protodune-orig-2-4-V.npz
0.09210205078125,0.1806640625,-9,8,batch_00597_protodune-orig-9-1-V.npz
0.08831787109375,0.579833984375,-19,24,batch_00654_protodune-orig-1-1-V.npz
0.0889892578125,0.548828125,-20,25,batch_00817_protodune-orig-6-4-V.npz
0.0909423828125,0.1385498046875,-4,5,batch_00735_protodune-orig-8-1-V.npz
0.088134765625,0.48681640625,-18,22,batch_00287_protodune-orig-8-2-V.npz
0.091796875,0.59649658203125,-22,27,batch_00141_protodune-orig-0-4-V.npz
0.19500732421875,2.838623046875,-55,61,batch_00775_protodune-orig-7-3-V.npz
0.1334228515625,0.3245849609375,-17,15,batch_00401_protodune-orig-2-4-V.npz
0.05047607421875,0.09149169921875,-3,5,batch_00725_protodune-orig-9-1-V.npz
0.02569580078125,0.13726806640625,-11,12,batch_00629_protodune-orig-6-5-V.npz
0.08648681640625,0.3287353515625,-11,13,batch_00137_protodune-orig-3-1-V.npz
0.13037109375,1.0205078125,-33,41,batch_00021_protodune-orig-8-3-V.npz
0.030029296875,0.98486328125,-121,135,batch_00156_protodune-orig-1-1-V.npz
0.1158447265625,2.45947265625,-59,66,batch_00359_protodune-orig-4-4-V.npz
0.09130859375,0.57989501953125,-21,25,batch_00468_protodune-orig-5-0-V.npz
0.1014404296875,1.4825439453125,-38,45,batch_00932_protodune-orig-8-1-V.npz
0.07012939453125,1.3724365234375,-61,70,batch_00724_protodune-orig-4-5-V.npz
0.1824951171875,0.68402099609375,-20,22,batch_00267_protodune-orig-2-5-V.npz
0.0872802734375,0.4068603515625,-15,18,batch_00221_protodune-orig-9-0-V.npz
0.01605224609375,0.2515869140625,-36,43,batch_00724_protodune-orig-0-1-V.npz
0.08624267578125,0.21466064453125,-8,9,batch_00536_protodune-orig-6-0-V.npz
0.109375,1.7034912109375,-37,43,batch_00091_protodune-orig-5-1-V.npz
0.1051025390625,2.1728515625,-79,89,batch_00901_protodune-orig-4-4-V.npz
0.209228515625,5.72332763671875,-138,153,batch_00712_protodune-orig-2-5-V.npz
0.1571044921875,2.9749755859375,-40,47,batch_00606_protodune-orig-3-0-V.npz
0.0906982421875,1.02410888671875,-37,42,batch_00938_protodune-orig-3-0-V.npz
