l0 density,l1 density,min,max,image
0.02764892578125,0.360595703125,-24,27,batch_00823_protodune-orig-3-1-V.npz
0.0701904296875,1.43035888671875,-47,53,batch_00947_protodune-orig-3-0-V.npz
0.028564453125,0.4644775390625,-35,39,batch_00892_protodune-orig-9-2-V.npz
0.04888916015625,0.5301513671875,-22,25,batch_00281_protodune-orig-1-4-V.npz
0.03277587890625,0.33514404296875,-20,23,batch_00084_protodune-orig-4-3-V.npz
0.04876708984375,0.46160888671875,-19,22,batch_00103_protodune-orig-3-4-V.npz
0.0670166015625,2.11505126953125,-83,92,batch_00885_protodune-orig-3-5-V.npz
0.05889892578125,1.17401123046875,-47,52,batch_00046_protodune-orig-2-3-V.npz
0.1026611328125,2.04412841796875,-47,52,batch_00808_protodune-orig-1-0-V.npz
0.0677490234375,1.3629150390625,-47,52,batch_00468_protodune-orig-6-2-V.npz
0.0267333984375,0.47772216796875,-40,45,batch_00548_protodune-orig-7-3-V.npz
0.0419921875,0.8563232421875,-43,49,batch_00729_protodune-orig-0-4-V.npz
0.07745361328125,0.5146484375,-18,21,batch_00279_protodune-orig-8-1-V.npz
0.047607421875,1.55792236328125,-84,92,batch_00763_protodune-orig-4-2-V.npz
0.03302001953125,0.11956787109375,-6,7,batch_00986_protodune-orig-6-5-V.npz
0.0335693359375,0.2147216796875,-11,13,batch_00662_protodune-orig-3-2-V.npz
0.0211181640625,0.18524169921875,-16,19,batch_00433_protodune-orig-9-1-V.npz
0.01873779296875,0.29669189453125,-47,53,batch_00937_protodune-orig-0-2-V.npz
0.04437255859375,0.6571044921875,-30,35,batch_00792_protodune-orig-3-5-V.npz
0.08111572265625,2.01416015625,-63,70,batch_00962_protodune-orig-6-4-V.npz
0.09014892578125,2.02740478515625,-54,60,batch_00068_protodune-orig-9-3-V.npz
0.048095703125,0.62591552734375,-27,31,batch_00244_protodune-orig-1-2-V.npz
0.0418701171875,0.295654296875,-13,16,batch_00586_protodune-orig-0-3-V.npz
0.05596923828125,1.2225341796875,-50,57,batch_00262_protodune-orig-2-1-V.npz
0.1190185546875,2.1492919921875,-63,77,batch_00326_protodune-orig-8-1-V.npz
0.05841064453125,0.78668212890625,-29,33,batch_00958_protodune-orig-7-2-V.npz
0.0833740234375,1.24041748046875,-33,36,batch_00894_protodune-orig-2-5-V.npz
0.0494384765625,0.62896728515625,-26,30,batch_00999_protodune-orig-5-3-V.npz
0.03009033203125,0.180419921875,-10,12,batch_00894_protodune-orig-7-0-V.npz
0.07073974609375,1.26239013671875,-41,45,batch_00714_protodune-orig-5-1-V.npz
0.04962158203125,0.79888916015625,-34,39,batch_00211_protodune-orig-6-4-V.npz
0.02325439453125,0.03363037109375,-2,3,batch_00965_protodune-orig-7-5-V.npz
0.04803466796875,0.76220703125,-34,38,batch_00617_protodune-orig-1-5-V.npz
0.082275390625,1.2689208984375,-34,39,batch_00280_protodune-orig-2-4-V.npz
0.03533935546875,0.1929931640625,-9,12,batch_00183_protodune-orig-2-1-V.npz
0.044189453125,0.72259521484375,-34,39,batch_00911_protodune-orig-6-3-V.npz
0.09765625,1.86798095703125,-45,49,batch_00937_protodune-orig-9-2-V.npz
0.03662109375,0.310546875,-16,18,batch_00069_protodune-orig-9-5-V.npz
0.03961181640625,0.74151611328125,-56,45,batch_00614_protodune-orig-7-2-V.npz
0.0361328125,0.33953857421875,-17,20,batch_00005_protodune-orig-8-4-V.npz
0.03924560546875,0.88580322265625,-46,52,batch_00361_protodune-orig-3-2-V.npz
0.03045654296875,0.4420166015625,-32,36,batch_00111_protodune-orig-6-2-V.npz
0.03369140625,0.22283935546875,-11,14,batch_00689_protodune-orig-2-2-V.npz
